thread,student,slot,section,position,item,stimulus,score,true_theta,test_theta,test_se,section_theta,section_se,bayesian_mean,bayesian_sd
1,2,35,A,35,I028,,1,0.5,0.532962,0.339995,0.532962,0.339995,,
1,2,36,A,36,I127,,1,0.5,0.599634,0.335119,0.599634,0.335119,,
1,2,37,A,37,I085,,0,0.5,0.546648,0.33092,0.546648,0.33092,,
1,2,38,A,38,I107,,0,0.5,0.518608,0.327888,0.518608,0.327888,,
1,2,39,A,39,I120,,0,0.5,0.466911,0.321143,0.466911,0.321143,,
1,2,40,A,40,I159,,1,0.5,0.497899,0.317787,0.497899,0.317787,,
1,2,41,A,41,I073,,1,0.5,0.567115,0.314774,0.567115,0.314774,,
1,2,42,A,42,I061,,0,0.5,0.547255,0.312827,0.547255,0.312827,,
1,2,43,A,43,I105,,1,0.5,0.531355,0.307778,0.531355,0.307778,,
1,2,44,A,44,I079,,0,0.5,0.504419,0.306678,0.504419,0.306678,,
1,2,45,A,45,I168,,1,0.5,0.522924,0.305,0.522924,0.305,,
1,3,0,,,,,,-2.5,0.0,0.0,0.0,0.0,,
1,3,1,A,1,I150,,0,-2.5,-0.508287,0.829179,-0.508287,0.829179,,
1,3,2,A,2,I129,,0,-2.5,-0.805486,0.768596,-0.805486,0.768596,,
1,3,3,A,3,I347,,-1,-2.5,-0.805486,0.768596,-0.805486,0.768596,,
1,3,4,A,4,I225,,-1,-2.5,-0.805486,0.768596,-0.805486,0.768596,,
1,3,5,A,5,I235,,-1,-2.5,-0.805486,0.768596,-0.805486,0.768596,,
1,3,6,A,6,I040,,0,-2.5,-1.019927,0.747,-1.019927,0.747,,
1,3,7,A,7,I056,,0,-2.5,-1.146049,0.726775,-1.146049,0.726775,,
1,3,8,A,8,I003,,0,-2.5,-1.227054,0.708717,-1.227054,0.708717,,
1,3,9,A,9,I156,,0,-2.5,-1.395015,0.698421,-1.395015,0.698421,,
1,3,10,A,10,I189,,0,-2.5,-1.503542,0.689853,-1.503542,0.689853,,
1,3,11,A,11,I025,,0,-2.5,-1.603376,0.68185,-1.603376,0.68185,,
1,3,12,A,12,I176,,1,-2.5,-2.240241,1.134785,-2.240241,1.134785,,
1,3,13,A,13,I016,,0,-2.5,-2.407883,1.161641,-2.407883,1.161641,,
1,3,14,A,14,I162,,0,-2.5,-2.510026,1.165747,-2.510026,1.165747,,
1,3,15,A,15,I011,,0,-2.5,-2.576754,1.160933,-2.576754,1.160933,,
1,3,16,A,16,I067,,0,-2.5,-2.629578,1.159379,-2.629578,1.159379,,
1,3,17,A,17,I089,,0,-2.5,-2.719379,1.138157,-2.719379,1.138157,,
1,3,18,A,18,I168,,0,-2.5,-2.903271,1.162633,-2.903271,1.162633,,
1,3,19,A,19,I072,,0,-2.5,-3.01604,1.16839,-3.01604,1.16839,,
1,3,20,A,20,I350,,-1,-2.5,-3.01604,1.16839,-3.01604,1.16839,,
1,3,21,A,21,I231,,-1,-2.5,-3.01604,1.16839,-3.01604,1.16839,,
1,3,22,A,22,I249,,-1,-2.5,-3.01604,1.16839,-3.01604,1.16839,,
1,3,23,A,23,I322,,-1,-2.5,-3.01604,1.16839,-3.01604,1.16839,,
1,3,24,A,24,I325,,-1,-2.5,-3.01604,1.16839,-3.01604,1.16839,,
1,3,25,A,25,I104,,0,-2.5,-3.173334,1.196562,-3.173334,1.196562,,
1,3,26,A,26,I194,,0,-2.5,-3.259178,1.196308,-3.259178,1.196308,,
1,3,27,A,27,I086,,0,-2.5,-3.350042,1.204151,-3.350042,1.204151,,
1,3,28,A,28,I197,,0,-2.5,-3.460105,1.223195,-3.460105,1.223195,,
1,3,29,A,29,I126,,0,-2.5,-3.594769,1.247055,-3.594769,1.247055,,
1,3,30,A,30,I147,,0,-2.5,-3.705133,1.266212,-3.705133,1.266212,,
1,3,31,A,31,I110,,0,-2.5,-3.794194,1.280461,-3.794194,1.280461,,
1,3,32,A,32,I032,,0,-2.5,-3.835799,1.27686,-3.835799,1.27686,,
1,3,33,A,33,I044,,0,-2.5,-3.867129,1.271177,-3.867129,1.271177,,
1,3,34,A,34,I339,,-1,-2.5,-3.867129,1.271177,-3.867129,1.271177,,
1,3,35,A,35,I026,,0,-2.5,-3.950452,1.288441,-3.950452,1.288441,,
1,3,36,A,36,I079,,0,-2.5,-3.996191,1.290385,-3.996191,1.290385,,
1,3,37,A,37,I080,,0,-2.5,-4.046214,1.294633,-4.046214,1.294633,,
1,3,38,A,38,I139,,1,-2.5,-2.868783,0.854246,-2.868783,0.854246,,
1,3,39,A,39,I105,,0,-2.5,-2.930276,0.858423,-2.930276,0.858423,,
1,3,40,A,40,I028,,0,-2.5,-2.955139,0.855456,-2.955139,0.855456,,
1,3,41,A,41,I101,,0,-2.5,-2.982154,0.855405,-2.982154,0.855405,,
1,3,42,A,42,I127,,0,-2.5,-2.996605,0.853519,-2.996605,0.853519,,
1,3,43,A,43,I095,,0,-2.5,-3.025257,0.85112,-3.025257,0.85112,,
1,3,44,A,44,I184,,0,-2.5,-3.03702,0.849723,-3.03702,0.849723,,
1,3,45,A,45,I061,,0,-2.5,-3.044701,0.849149,-3.044701,0.849149,,
1,4,0,,,,,,1.5,0.0,0.0,0.0,0.0,,
1,4,1,A,1,I150,,1,1.5,0.63669,0.813865,0.63669,0.813865,,
1,4,2,A,2,I003,,1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,4,3,A,3,I225,,-1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,4,4,A,4,I226,,-1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,4,5,A,5,I228,,-1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,4,6,A,6,I010,,1,1.5,1.241405,0.719587,1.241405,0.719587,,
1,4,7,A,7,I034,,0,1.5,1.848583,1.020602,1.848583,1.020602,,
1,4,8,A,8,I160,,1,1.5,2.71448,1.096205,2.71448,1.096205,,
1,4,9,A,9,I063,,0,1.5,2.253932,0.903241,2.253932,0.903241,,
1,4,10,A,10,I180,,1,1.5,2.534729,0.874027,2.534729,0.874027,,
1,4,11,A,11,I050,,1,1.5,2.701589,0.854822,2.701589,0.854822,,
1,4,12,A,12,I138,,1,1.5,2.785889,0.840679,2.785889,0.840679,,
1,4,13,A,13,I170,,0,1.5,2.5808,0.777702,2.5808,0.777702,,
1,4,14,A,14,I041,,0,1.5,2.390834,0.734075,2.390834,0.734075,,
1,4,15,A,15,I158,,1,1.5,2.471441,0.725883,2.471441,0.725883,,
1,4,16,A,16,I025,,0,1.5,2.114598,0.677968,2.114598,0.677968,,
1,4,17,A,17,I303,,-1,1.5,2.114598,0.677968,2.114598,0.677968,,
1,4,18,A,18,I298,,-1,1.5,2.114598,0.677968,2.114598,0.677968,,
1,4,19,A,19,I072,,4,1.5,2.489146,0.620007,2.489146,0.620007,,
1,4,20,A,20,I280,,-1,1.5,2.489146,0.620007,2.489146,0.620007,,
1,4,21,A,21,I302,,-1,1.5,2.489146,0.620007,2.489146,0.620007,,
1,4,22,A,22,I175,,0,1.5,2.032079,0.513025,2.032079,0.513025,,
1,4,23,A,23,I144,,1,1.5,2.19747,0.494723,2.19747,0.494723,,
1,4,24,A,24,I318,,-1,1.5,2.19747,0.494723,2.19747,0.494723,,
1,4,25,A,25,I119,,0,1.5,2.063285,0.467511,2.063285,0.467511,,
1,4,26,A,26,I198,,1,1.5,2.131386,0.458932,2.131386,0.458932,,
1,4,27,A,27,I081,,1,1.5,2.240577,0.455057,2.240577,0.455057,,
1,4,28,A,28,I029,,0,1.5,2.111915,0.433794,2.111915,0.433794,,
1,4,29,A,29,I095,,4,1.5,2.24385,0.418038,2.24385,0.418038,,
1,4,30,A,30,I090,,1,1.5,2.280221,0.413605,2.280221,0.413605,,
1,4,31,A,31,I099,,1,1.5,2.320896,0.41033,2.320896,0.41033,,
1,4,32,A,32,I107,,0,1.5,2.220122,0.394288,2.220122,0.394288,,
1,4,33,A,33,I113,,1,1.5,2.248252,0.390371,2.248252,0.390371,,
1,4,34,A,34,I282,,-1,1.5,2.248252,0.390371,2.248252,0.390371,,
1,4,35,A,35,I073,,0,1.5,2.171184,0.378045,2.171184,0.378045,,
1,4,36,A,36,I061,,1,1.5,2.227058,0.37746,2.227058,0.37746,,
1,4,37,A,37,I078,,1,1.5,2.263949,0.375883,2.263949,0.375883,,
1,4,38,A,38,I007,,0,1.5,2.21823,0.368234,2.21823,0.368234,,
1,4,39,A,39,I120,,0,1.5,2.023022,0.339572,2.023022,0.339572,,
1,4,40,A,40,I046,,0,1.5,1.933437,0.331581,1.933437,0.331581,,
1,4,41,A,41,I028,,1,1.5,1.953039,0.329908,1.953039,0.329908,,
1,4,42,A,42,I195,,0,1.5,1.912913,0.325498,1.912913,0.325498,,
1,4,43,A,43,I116,,0,1.5,1.859809,0.31832,1.859809,0.31832,,
1,4,44,A,44,I133,,1,1.5,1.881441,0.31778,1.881441,0.31778,,
1,4,45,A,45,I188,,1,1.5,1.90629,0.317519,1.90629,0.317519,,
1,5,0,,,,,,1.5,0.0,0.0,0.0,0.0,,
1,5,1,A,1,I150,,1,1.5,0.63669,0.813865,0.63669,0.813865,,
1,5,2,A,2,I003,,1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,5,3,A,3,I254,,-1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,5,4,A,4,I260,,-1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,5,5,A,5,I235,,-1,1.5,0.946058,0.757708,0.946058,0.757708,,
1,5,6,A,6,I010,,1,1.5,1.241405,0.719587,1.241405,0.719587,,
1,5,7,A,7,I034,,0,1.5,1.848583,1.020602,1.848583,1.020602,,
1,5,8,A,8,I160,,0,1.5,1.639533,0.885709,1.639533,0.885709,,
1,5,9,A,9,I185,,0,1.5,1.097167,0.74131,1.097167,0.74131,,
1,5,10,A,10,I129,,1,1.5,1.200905,0.712181,1.200905,0.712181,,
1,5,11,A,11,I138,,0,1.5,0.947656,0.650877,0.947656,0.650877,,
1,5,12,A,12,I056,,1,1.5,1.073156,0.635084,1.073156,0.635084,,
1,5,13,A,13,I158,,1,1.5,1.192163,0.63169,1.192163,0.63169,,
1,5,14,A,14,I189,,1,1.5,1.266046,0.625631,1.266046,0.625631,,
1,5,15,A,15,I025,,0,1.5,1.038185,0.587519,1.038185,0.587519,,
1,5,16,A,16,I172,,1,1.5,1.138563,0.588064,1.138563,0.588064,,
1,5,17,A,17,I368,,-1,1.5,1.138563,0.588064,1.138563,0.588064,,
1,5,18,A,18,I249,,-1,1.5,1.138563,0.588064,1.138563,0.588064,,
1,5,19,A,19,I095,,4,1.5,1.600229,0.54015,1.600229,0.54015,,
1,5,20,A,20,I175,,0,1.5,1.396184,0.46717,1.396184,0.46717,,
1,5,21,A,21,I382,,-1,1.5,1.396184,0.46717,1.396184,0.46717,,
1,5,22,A,22,I301,,-1,1.5,1.396184,0.46717,1.396184,0.46717,,
1,5,23,A,23,I144,,0,1.5,1.30957,0.443678,1.30957,0.443678,,
1,5,24,A,24,I318,,-1,1.5,1.30957,0.443678,1.30957,0.443678,,
1,5,25,A,25,I113,,1,1.5,1.396981,0.429204,1.396981,0.429204,,
1,5,26,A,26,I090,,0,1.5,1.262872,0.411416,1.262872,0.411416,,
1,5,27,A,27,I064,,0,1.5,1.140635,0.396919,1.140635,0.396919,,
1,5,28,A,28,I198,,0,1.5,1.05783,0.385984,1.05783,0.385984,,
1,5,29,A,29,I072,,0,1.5,0.912919,0.370749,0.912919,0.370749,,
1,5,30,A,30,I099,,0,1.5,0.848358,0.364616,0.848358,0.364616,,
1,5,31,A,31,I037,,1,1.5,0.903661,0.356367,0.903661,0.356367,,
1,5,32,A,32,I192,,1,1.5,0.939426,0.350033,0.939426,0.350033,,
1,5,33,A,33,I127,,1,1.5,0.997586,0.344254,0.997586,0.344254,,
1,5,34,A,34,I290,,-1,1.5,0.997586,0.344254,0.997586,0.344254,,
1,5,35,A,35,I046,,1,1.5,1.047206,0.33914,1.047206,0.33914,,
1,5,36,A,36,I029,,1,1.5,1.124219,0.334576,1.124219,0.334576,,
1,5,37,A,37,I119,,1,1.5,1.208539,0.330693,1.208539,0.330693,,
1,5,38,A,38,I078,,0,1.5,1.158624,0.326434,1.158624,0.326434,,
1,5,39,A,39,I120,,0,1.5,1.073057,0.315666,1.073057,0.315666,,
1,5,40,A,40,I028,,1,1.5,1.10631,0.312061,1.10631,0.312061,,
1,5,41,A,41,I085,,1,1.5,1.14067,0.308792,1.14067,0.308792,,
1,5,42,A,42,I073,,0,1.5,1.111566,0.306179,1.111566,0.306179,,
1,5,43,A,43,I105,,0,1.5,1.036256,0.300972,1.036256,0.300972,,
1,5,44,A,44,I061,,0,1.5,1.011681,0.298948,1.011681,0.298948,,
1,5,45,A,45,I007,,0,1.5,0.996558,0.297736,0.996558,0.297736,,
1,6,0,,,,,,1.0,0.0,0.0,0.0,0.0,,
1,6,1,A,1,I150,,0,1.0,-0.508287,0.829179,-0.508287,0.829179,,
1,6,2,A,2,I129,,1,1.0,-0.127548,0.94154,-0.127548,0.94154,,
1,6,3,A,3,I363,,-1,1.0,-0.127548,0.94154,-0.127548,0.94154,,
1,6,4,A,4,I260,,-1,1.0,-0.127548,0.94154,-0.127548,0.94154,,
1,6,5,A,5,I255,,-1,1.0,-0.127548,0.94154,-0.127548,0.94154,,
1,6,6,A,6,I003,,1,1.0,0.423543,0.828829,0.423543,0.828829,,
1,6,7,A,7,I185,,1,1.0,0.793884,0.800976,0.793884,0.800976,,
1,6,8,A,8,I010,,1,1.0,1.17341,0.801614,1.17341,0.801614,,
1,6,9,A,9,I034,,1,1.0,1.636244,0.830854,1.636244,0.830854,,
1,6,10,A,10,I160,,0,1.0,1.510458,0.758797,1.510458,0.758797,,
1,6,11,A,11,I050,,0,1.0,1.286702,0.691647,1.286702,0.691647,,
1,6,12,A,12,I138,,0,1.0,1.038499,0.63556,1.038499,0.63556,,
1,6,13,A,13,I158,,0,1.0,0.877507,0.606765,0.877507,0.606765,,
1,6,14,A,14,I189,,0,1.0,0.675194,0.580968,0.675194,0.580968,,
1,6,15,A,15,I025,,1,1.0,0.759261,0.571297,0.759261,0.571297,,
1,6,16,A,16,I016,,1,1.0,0.830964,0.567417,0.830964,0.567417,,
1,6,17,A,17,I272,,-1,1.0,0.830964,0.567417,0.830964,0.567417,,
1,6,18,A,18,I231,,-1,1.0,0.830964,0.567417,0.830964,0.567417,,
1,6,19,A,19,I095,,1,1.0,0.706804,0.486761,0.706804,0.486761,,
1,6,20,A,20,I174,,1,1.0,0.802932,0.459715,0.802932,0.459715,,
1,6,21,A,21,I239,,-1,1.0,0.802932,0.459715,0.802932,0.459715,,
1,6,22,A,22,I238,,-1,1.0,0.802932,0.459715,0.802932,0.459715,,
1,6,23,A,23,I113,,1,1.0,0.940031,0.44427,0.940031,0.44427,,
1,6,24,A,24,I341,,-1,1.0,0.940031,0.44427,0.940031,0.44427,,
1,6,25,A,25,I064,,0,1.0,0.822691,0.42378,0.822691,0.42378,,
1,6,26,A,26,I090,,0,1.0,0.72856,0.407955,0.72856,0.407955,,
1,6,27,A,27,I142,,1,1.0,0.804227,0.398109,0.804227,0.398109,,
1,6,28,A,28,I198,,1,1.0,0.917446,0.390934,0.917446,0.390934,,
1,6,29,A,29,I072,,3,1.0,1.087504,0.37873,1.087504,0.37873,,
1,6,30,A,30,I099,,0,1.0,1.013578,0.368496,1.013578,0.368496,,
1,6,31,A,31,I037,,0,1.0,0.915809,0.359341,0.915809,0.359341,,
1,6,32,A,32,I192,,0,1.0,0.800897,0.351554,0.800897,0.351554,,
1,6,33,A,33,I046,,1,1.0,0.858672,0.346838,0.858672,0.346838,,
1,6,34,A,34,I294,,-1,1.0,0.858672,0.346838,0.858672,0.346838,,
1,6,35,A,35,I127,,0,1.0,0.800212,0.340915,0.800212,0.340915,,
1,6,36,A,36,I028,,0,1.0,0.733542,0.335808,0.733542,0.335808,,
1,6,37,A,37,I085,,1,1.0,0.782327,0.331883,0.782327,0.331883,,
1,6,38,A,38,I029,,0,1.0,0.750823,0.327776,0.750823,0.327776,,
1,6,39,A,39,I120,,2,1.0,0.817472,0.318873,0.817472,0.318873,,
1,6,40,A,40,I119,,0,1.0,0.793688,0.315688,0.793688,0.315688,,
1,6,41,A,41,I073,,1,1.0,0.857592,0.313143,0.857592,0.313143,,
1,6,42,A,42,I061,,0,1.0,0.833826,0.310746,0.833826,0.310746,,
1,6,43,A,43,I105,,2,1.0,0.850141,0.305105,0.850141,0.305105,,
1,6,44,A,44,I079,,0,1.0,0.82068,0.303704,0.82068,0.303704,,
1,6,45,A,45,I171,,0,1.0,0.800564,0.302374,0.800564,0.302374,,
1,7,0,,,,,,-1.5,0.0,0.0,0.0,0.0,,
1,7,1,A,1,I150,,0,-1.5,-0.508287,0.829179,-0.508287,0.829179,,
1,7,2,A,2,I129,,1,-1.5,-0.127548,0.94154,-0.127548,0.94154,,
1,7,3,A,3,I255,,-1,-1.5,-0.127548,0.94154,-0.127548,0.94154,,
1,7,4,A,4,I206,,-1,-1.5,-0.127548,0.94154,-0.127548,0.94154,,
1,7,5,A,5,I254,,-1,-1.5,-0.127548,0.94154,-0.127548,0.94154,,
1,7,6,A,6,I003,,1,-1.5,0.423543,0.828829,0.423543,0.828829,,
1,7,7,A,7,I185,,0,-1.5,0.129288,0.740488,0.129288,0.740488,,
1,7,8,A,8,I010,,0,-1.5,-0.02111,0.702769,-0.02111,0.702769,,
1,7,9,A,9,I056,,0,-1.5,-0.22756,0.687035,-0.22756,0.687035,,
1,7,10,A,10,I156,,0,-1.5,-0.481589,0.699394,-0.481589,0.699394,,
1,7,11,A,11,I189,,1,-1.5,-0.288129,0.643484,-0.288129,0.643484,,
1,7,12,A,12,I138,,0,-1.5,-0.395485,0.635551,-0.395485,0.635551,,
1,7,13,A,13,I025,,1,-1.5,-0.237521,0.596677,-0.237521,0.596677,,
1,7,14,A,14,I162,,0,-1.5,-0.33562,0.593265,-0.33562,0.593265,,
1,7,15,A,15,I027,,0,-1.5,-0.399319,0.590138,-0.399319,0.590138,,
1,7,16,A,16,I016,,0,-1.5,-0.496401,0.59322,-0.496401,0.59322,,
1,7,17,A,17,I174,,0,-1.5,-0.631282,0.562907,-0.631282,0.562907,,
1,7,18,A,18,I089,,0,-1.5,-0.791918,0.556066,-0.791918,0.556066,,
1,7,19,A,19,I095,,0,-1.5,-0.881098,0.548163,-0.881098,0.548163,,
1,7,20,A,20,I192,,0,-1.5,-0.973217,0.542651,-0.973217,0.542651,,
1,7,21,A,21,I375,,-1,-1.5,-0.973217,0.542651,-0.973217,0.542651,,
1,7,22,A,22,I327,,-1,-1.5,-0.973217,0.542651,-0.973217,0.542651,,
1,7,23,A,23,I378,,-1,-1.5,-0.973217,0.542651,-0.973217,0.542651,,
1,7,24,A,24,I279,,-1,-1.5,-0.973217,0.542651,-0.973217,0.542651,,
1,7,25,A,25,I398,,-1,-1.5,-0.973217,0.542651,-0.973217,0.542651,,
1,7,26,A,26,I141,,0,-1.5,-1.043525,0.538747,-1.043525,0.538747,,
1,7,27,A,27,I044,,1,-1.5,-0.849788,0.491893,-0.849788,0.491893,,
1,7,28,A,28,I037,,0,-1.5,-0.900543,0.488471,-0.900543,0.488471,,
1,7,29,A,29,I072,,0,-1.5,-0.975454,0.489377,-0.975454,0.489377,,
1,7,30,A,30,I028,,1,-1.5,-0.80201,0.454018,-0.80201,0.454018,,
1,7,31,A,31,I113,,0,-1.5,-0.827946,0.450541,-0.827946,0.450541,,
1,7,32,A,32,I085,,0,-1.5,-0.86739,0.44954,-0.86739,0.44954,,
1,7,33,A,33,I032,,0,-1.5,-0.91333,0.449967,-0.91333,0.449967,,
1,7,34,A,34,I274,,-1,-1.5,-0.91333,0.449967,-0.91333,0.449967,,
1,7,35,A,35,I064,,0,-1.5,-0.93673,0.4475,-0.93673,0.4475,,
1,7,36,A,36,I168,,1,-1.5,-0.867068,0.432171,-0.867068,0.432171,,
1,7,37,A,37,I127,,0,-1.5,-0.894299,0.430886,-0.894299,0.430886,,
1,7,38,A,38,I099,,0,-1.5,-0.91348,0.429429,-0.91348,0.429429,,
1,7,39,A,39,I105,,0,-1.5,-0.959971,0.430111,-0.959971,0.430111,,
1,7,40,A,40,I198,,0,-1.5,-0.974677,0.428763,-0.974677,0.428763,,
1,7,41,A,41,I104,,0,-1.5,-1.02205,0.432558,-1.02205,0.432558,,
1,7,42,A,42,I079,,0,-1.5,-1.049496,0.433703,-1.049496,0.433703,,
1,7,43,A,43,I126,,1,-1.5,-1.039507,0.426923,-1.039507,0.426923,,
1,7,44,A,44,I080,,0,-1.5,-1.063948,0.428181,-1.063948,0.428181,,
1,7,45,A,45,I061,,0,-1.5,-1.074533,0.427855,-1.074533,0.427855,,
1,8,0,,,,,,-2.5,0.0,0.0,0.0,0.0,,
