thread,student,slot,section,position,item,stimulus,score,true_theta,test_theta,test_se,section_theta,section_se,bayesian_mean,bayesian_sd
1,3,34,A,34,I279,,-1,-0.5,-1.040329,0.650286,-1.040329,0.650286,,
1,3,35,A,35,I065,,0,-0.5,-1.089796,0.648964,-1.089796,0.648964,,
1,3,36,A,36,I125,,0,-0.5,-1.127372,0.647038,-1.127372,0.647038,,
1,3,37,A,37,I080,,0,-0.5,-1.180988,0.648649,-1.180988,0.648649,,
1,3,38,A,38,I084,,0,-0.5,-1.236991,0.651677,-1.236991,0.651677,,
1,3,39,A,39,I120,,0,-0.5,-1.285088,0.64835,-1.285088,0.64835,,
1,3,40,A,40,I098,,0,-0.5,-1.332262,0.650593,-1.332262,0.650593,,
1,3,41,A,41,I111,,0,-0.5,-1.369881,0.65253,-1.369881,0.65253,,
1,3,42,A,42,I106,,0,-0.5,-1.396503,0.652897,-1.396503,0.652897,,
1,3,43,A,43,I095,,1,-0.5,-1.139511,0.586172,-1.139511,0.586172,,
1,3,44,A,44,I070,,1,-0.5,-1.108742,0.580594,-1.108742,0.580594,,
1,3,45,A,45,I187,,1,-0.5,-1.095626,0.578333,-1.095626,0.578333,,
1,4,0,,,,,,0.5,0.0,0.0,0.0,0.0,,
1,4,1,A,1,I179,,0,0.5,-0.22058,0.921119,-0.22058,0.921119,,
1,4,2,A,2,I056,,1,0.5,0.66835,1.350209,0.66835,1.350209,,
1,4,3,A,3,I384,,-1,0.5,0.66835,1.350209,0.66835,1.350209,,
1,4,4,A,4,I235,,-1,0.5,0.66835,1.350209,0.66835,1.350209,,
1,4,5,A,5,I224,,-1,0.5,0.66835,1.350209,0.66835,1.350209,,
1,4,6,A,6,I034,,0,0.5,0.319038,1.203113,0.319038,1.203113,,
1,4,7,A,7,I011,,1,0.5,0.849078,0.98612,0.849078,0.98612,,
1,4,8,A,8,I138,,0,0.5,0.430603,0.933537,0.430603,0.933537,,
1,4,9,A,9,I040,,1,0.5,0.634552,0.855212,0.634552,0.855212,,
1,4,10,A,10,I162,,0,0.5,0.360214,0.828957,0.360214,0.828957,,
1,4,11,A,11,I156,,0,0.5,-0.059536,0.818689,-0.059536,0.818689,,
1,4,12,A,12,I131,,1,0.5,0.209737,0.773078,0.209737,0.773078,,
1,4,13,A,13,I016,,1,0.5,0.363274,0.744933,0.363274,0.744933,,
1,4,14,A,14,I005,,0,0.5,0.278855,0.729966,0.278855,0.729966,,
1,4,15,A,15,I152,,1,0.5,0.54759,0.703735,0.54759,0.703735,,
1,4,16,A,16,I021,,0,0.5,0.450158,0.698364,0.450158,0.698364,,
1,4,17,A,17,I174,,1,0.5,0.678839,0.611276,0.678839,0.611276,,
1,4,18,A,18,I113,,0,0.5,0.490092,0.563492,0.490092,0.563492,,
1,4,19,A,19,I075,,0,0.5,0.466056,0.560037,0.466056,0.560037,,
1,4,20,A,20,I064,,1,0.5,0.688488,0.530081,0.688488,0.530081,,
1,4,21,A,21,I223,,-1,0.5,0.688488,0.530081,0.688488,0.530081,,
1,4,22,A,22,I344,,-1,0.5,0.688488,0.530081,0.688488,0.530081,,
1,4,23,A,23,I300,,-1,0.5,0.688488,0.530081,0.688488,0.530081,,
1,4,24,A,24,I290,,-1,0.5,0.688488,0.530081,0.688488,0.530081,,
1,4,25,A,25,I275,,-1,0.5,0.688488,0.530081,0.688488,0.530081,,
1,4,26,A,26,I090,,0,0.5,0.558562,0.504196,0.558562,0.504196,,
1,4,27,A,27,I142,,1,0.5,0.684173,0.482833,0.684173,0.482833,,
1,4,28,A,28,I099,,1,0.5,0.83653,0.469016,0.83653,0.469016,,
1,4,29,A,29,I116,,1,0.5,0.8622,0.460672,0.8622,0.460672,,
1,4,30,A,30,I127,,0,0.5,0.761236,0.447624,0.761236,0.447624,,
1,4,31,A,31,I046,,1,0.5,0.855061,0.437419,0.855061,0.437419,,
1,4,32,A,32,I029,,0,0.5,0.798391,0.427841,0.798391,0.427841,,
1,4,33,A,33,I085,,0,0.5,0.705392,0.419181,0.705392,0.419181,,
1,4,34,A,34,I274,,-1,0.5,0.705392,0.419181,0.705392,0.419181,,
1,4,35,A,35,I062,,0,0.5,0.639473,0.412208,0.639473,0.412208,,
1,4,36,A,36,I107,,0,0.5,0.593636,0.406555,0.593636,0.406555,,
1,4,37,A,37,I194,,1,0.5,0.641006,0.400911,0.641006,0.400911,,
1,4,38,A,38,I081,,0,0.5,0.613648,0.396496,0.613648,0.396496,,
1,4,39,A,39,I120,,2,0.5,0.718943,0.380283,0.718943,0.380283,,
1,4,40,A,40,I196,,0,0.5,0.674817,0.377851,0.674817,0.377851,,
1,4,41,A,41,I079,,0,0.5,0.632303,0.376021,0.632303,0.376021,,
1,4,42,A,42,I171,,1,0.5,0.698657,0.372111,0.698657,0.372111,,
1,4,43,A,43,I095,,3,0.5,0.860807,0.344995,0.860807,0.344995,,
1,4,44,A,44,I188,,1,0.5,0.899388,0.343015,0.899388,0.343015,,
1,4,45,A,45,I026,,1,0.5,0.923335,0.341956,0.923335,0.341956,,
1,5,0,,,,,,3.0,0.0,0.0,0.0,0.0,,
1,5,1,A,1,I150,,1,3.0,0.63669,0.813865,0.63669,0.813865,,
1,5,2,A,2,I003,,1,3.0,0.946058,0.757708,0.946058,0.757708,,
1,5,3,A,3,I225,,-1,3.0,0.946058,0.757708,0.946058,0.757708,,
1,5,4,A,4,I268,,-1,3.0,0.946058,0.757708,0.946058,0.757708,,
1,5,5,A,5,I265,,-1,3.0,0.946058,0.757708,0.946058,0.757708,,
1,5,6,A,6,I012,,1,3.0,1.261785,0.722493,1.261785,0.722493,,
1,5,7,A,7,I185,,1,3.0,1.433819,0.692887,1.433819,0.692887,,
1,5,8,A,8,I050,,1,3.0,1.621534,0.682624,1.621534,0.682624,,
1,5,9,A,9,I063,,1,3.0,1.888541,0.677489,1.888541,0.677489,,
1,5,10,A,10,I162,,1,3.0,1.973829,0.669377,1.973829,0.669377,,
1,5,11,A,11,I129,,1,3.0,2.013307,0.658562,2.013307,0.658562,,
1,5,12,A,12,I136,,1,3.0,2.08844,0.654031,2.08844,0.654031,,
1,5,13,A,13,I189,,1,3.0,2.133893,0.648535,2.133893,0.648535,,
1,5,14,A,14,I025,,0,3.0,3.389817,1.250994,3.389817,1.250994,,
1,5,15,A,15,I021,,1,3.0,3.576393,1.293306,3.576393,1.293306,,
1,5,16,A,16,I059,,1,3.0,3.72128,1.340636,3.72128,1.340636,,
1,5,17,A,17,I346,,-1,3.0,3.72128,1.340636,3.72128,1.340636,,
1,5,18,A,18,I304,,-1,3.0,3.72128,1.340636,3.72128,1.340636,,
1,5,19,A,19,I091,,4,3.0,4.280113,1.305372,4.280113,1.305372,,
1,5,20,A,20,I306,,-1,3.0,4.280113,1.305372,4.280113,1.305372,,
1,5,21,A,21,I309,,-1,3.0,4.280113,1.305372,4.280113,1.305372,,
1,5,22,A,22,I076,,1,3.0,4.897251,1.441778,4.897251,1.441778,,
1,5,23,A,23,I007,,0,3.0,3.998238,1.015858,3.998238,1.015858,,
1,5,24,A,24,I291,,-1,3.0,3.998238,1.015858,3.998238,1.015858,,
1,5,25,A,25,I128,,0,3.0,3.474676,0.80883,3.474676,0.80883,,
1,5,26,A,26,I144,,0,3.0,2.845983,0.639813,2.845983,0.639813,,
1,5,27,A,27,I119,,0,3.0,2.57455,0.576408,2.57455,0.576408,,
1,5,28,A,28,I035,,0,3.0,2.381728,0.541055,2.381728,0.541055,,
1,5,29,A,29,I095,,4,3.0,2.537239,0.517049,2.537239,0.517049,,
1,5,30,A,30,I073,,1,3.0,2.619314,0.51401,2.619314,0.51401,,
1,5,31,A,31,I195,,0,3.0,2.502785,0.492746,2.502785,0.492746,,
1,5,32,A,32,I045,,1,3.0,2.547134,0.490476,2.547134,0.490476,,
1,5,33,A,33,I171,,1,3.0,2.610421,0.490746,2.610421,0.490746,,
1,5,34,A,34,I339,,-1,3.0,2.610421,0.490746,2.610421,0.490746,,
1,5,35,A,35,I112,,1,3.0,2.679146,0.492139,2.679146,0.492139,,
1,5,36,A,36,I121,,1,3.0,2.754642,0.494776,2.754642,0.494776,,
1,5,37,A,37,I178,,0,3.0,2.661246,0.479297,2.661246,0.479297,,
1,5,38,A,38,I030,,1,3.0,2.689887,0.4772,2.689887,0.4772,,
1,5,39,A,39,I126,,4,3.0,2.764011,0.477077,2.764011,0.477077,,
1,5,40,A,40,I079,,1,3.0,2.797046,0.476802,2.797046,0.476802,,
1,5,41,A,41,I038,,1,3.0,2.8307,0.476852,2.8307,0.476852,,
1,5,42,A,42,I087,,1,3.0,2.867307,0.477667,2.867307,0.477667,,
1,5,43,A,43,I105,,3,3.0,2.84576,0.462951,2.84576,0.462951,,
1,5,44,A,44,I200,,1,3.0,2.890918,0.465785,2.890918,0.465785,,
1,5,45,A,45,I155,,1,3.0,2.905818,0.466926,2.905818,0.466926,,
1,6,0,,,,,,-2.0,0.0,0.0,0.0,0.0,,
1,6,1,A,1,I012,,0,-2.0,-0.237674,0.920146,-0.237674,0.920146,,
1,6,2,A,2,I040,,0,-2.0,-0.615321,0.865824,-0.615321,0.865824,,
1,6,3,A,3,I212,,-1,-2.0,-0.615321,0.865824,-0.615321,0.865824,,
1,6,4,A,4,I217,,-1,-2.0,-0.615321,0.865824,-0.615321,0.865824,,
1,6,5,A,5,I392,,-1,-2.0,-0.615321,0.865824,-0.615321,0.865824,,
1,6,6,A,6,I153,,0,-2.0,-0.777005,0.817771,-0.777005,0.817771,,
1,6,7,A,7,I176,,1,-2.0,-0.807262,1.22361,-0.807262,1.22361,,
1,6,8,A,8,I058,,0,-2.0,-1.238401,1.234021,-1.238401,1.234021,,
1,6,9,A,9,I002,,0,-2.0,-1.414287,1.213775,-1.414287,1.213775,,
1,6,10,A,10,I158,,0,-2.0,-1.60389,1.212657,-1.60389,1.212657,,
1,6,11,A,11,I016,,0,-2.0,-1.855683,1.238001,-1.855683,1.238001,,
1,6,12,A,12,I182,,0,-2.0,-1.974261,1.230684,-1.974261,1.230684,,
1,6,13,A,13,I067,,0,-2.0,-2.068378,1.221765,-2.068378,1.221765,,
1,6,14,A,14,I164,,0,-2.0,-2.252022,1.254858,-2.252022,1.254858,,
1,6,15,A,15,I027,,0,-2.0,-2.333768,1.25164,-2.333768,1.25164,,
1,6,16,A,16,I031,,0,-2.0,-2.382344,1.251924,-2.382344,1.251924,,
1,6,17,A,17,I139,,0,-2.0,-2.495368,1.225595,-2.495368,1.225595,,
1,6,18,A,18,I316,,-1,-2.0,-2.495368,1.225595,-2.495368,1.225595,,
1,6,19,A,19,I126,,0,-2.0,-2.70038,1.255223,-2.70038,1.255223,,
1,6,20,A,20,I023,,1,-2.0,-2.141449,0.999473,-2.141449,0.999473,,
1,6,21,A,21,I323,,-1,-2.0,-2.141449,0.999473,-2.141449,0.999473,,
1,6,22,A,22,I286,,-1,-2.0,-2.141449,0.999473,-2.141449,0.999473,,
1,6,23,A,23,I285,,-1,-2.0,-2.141449,0.999473,-2.141449,0.999473,,
1,6,24,A,24,I318,,-1,-2.0,-2.141449,0.999473,-2.141449,0.999473,,
1,6,25,A,25,I190,,1,-2.0,-1.532139,0.799124,-1.532139,0.799124,,
1,6,26,A,26,I109,,1,-2.0,-1.188349,0.7074,-1.188349,0.7074,,
1,6,27,A,27,I146,,0,-2.0,-1.259927,0.701228,-1.259927,0.701228,,
1,6,28,A,28,I127,,0,-2.0,-1.309607,0.694328,-1.309607,0.694328,,
1,6,29,A,29,I120,,0,-2.0,-1.361157,0.690306,-1.361157,0.690306,,
1,6,30,A,30,I113,,0,-2.0,-1.390608,0.682926,-1.390608,0.682926,,
1,6,31,A,31,I104,,1,-2.0,-1.241377,0.64397,-1.241377,0.64397,,
1,6,32,A,32,I045,,0,-2.0,-1.287123,0.641634,-1.287123,0.641634,,
1,6,33,A,33,I036,,0,-2.0,-1.320472,0.638521,-1.320472,0.638521,,
1,6,34,A,34,I295,,-1,-2.0,-1.320472,0.638521,-1.320472,0.638521,,
1,6,35,A,35,I093,,0,-2.0,-1.3558,0.636781,-1.3558,0.636781,,
1,6,36,A,36,I133,,0,-2.0,-1.406137,0.638043,-1.406137,0.638043,,
1,6,37,A,37,I198,,0,-2.0,-1.425634,0.634532,-1.425634,0.634532,,
1,6,38,A,38,I080,,1,-2.0,-1.252233,0.598006,-1.252233,0.598006,,
1,6,39,A,39,I075,,0,-2.0,-1.263954,0.598363,-1.263954,0.598363,,
1,6,40,A,40,I084,,0,-2.0,-1.310193,0.600775,-1.310193,0.600775,,
1,6,41,A,41,I167,,1,-2.0,-1.205339,0.578922,-1.205339,0.578922,,
1,6,42,A,42,I098,,1,-2.0,-1.074288,0.55504,-1.074288,0.55504,,
1,6,43,A,43,I095,,0,-2.0,-1.142744,0.547085,-1.142744,0.547085,,
1,6,44,A,44,I061,,0,-2.0,-1.158869,0.545859,-1.158869,0.545859,,
1,6,45,A,45,I187,,0,-2.0,-1.168984,0.547289,-1.168984,0.547289,,
1,7,0,,,,,,3.0,0.0,0.0,0.0,0.0,,
1,7,1,A,1,I153,,1,3.0,0.611078,0.883631,0.611078,0.883631,,
1,7,2,A,2,I179,,1,3.0,1.115905,0.797473,1.115905,0.797473,,
1,7,3,A,3,I253,,-1,3.0,1.115905,0.797473,1.115905,0.797473,,
1,7,4,A,4,I228,,-1,3.0,1.115905,0.797473,1.115905,0.797473,,
1,7,5,A,5,I203,,-1,3.0,1.115905,0.797473,1.115905,0.797473,,
1,7,6,A,6,I034,,1,3.0,1.524602,0.738075,1.524602,0.738075,,
1,7,7,A,7,I050,,1,3.0,1.727846,0.710676,1.727846,0.710676,,
1,7,8,A,8,I160,,0,3.0,3.024082,1.07918,3.024082,1.07918,,
1,7,9,A,9,I006,,0,3.0,2.75861,0.913968,2.75861,0.913968,,
1,7,10,A,10,I063,,0,3.0,2.393522,0.815766,2.393522,0.815766,,
1,7,11,A,11,I138,,1,3.0,2.48977,0.792722,2.48977,0.792722,,
1,7,12,A,12,I041,,1,3.0,2.661302,0.783962,2.661302,0.783962,,
1,7,13,A,13,I170,,1,3.0,2.880762,0.775806,2.880762,0.775806,,
1,7,14,A,14,I131,,1,3.0,2.967721,0.767,2.967721,0.767,,
1,7,15,A,15,I017,,1,3.0,3.065363,0.764045,3.065363,0.764045,,
1,7,16,A,16,I024,,1,3.0,3.183826,0.766833,3.183826,0.766833,,
1,7,17,A,17,I324,,-1,3.0,3.183826,0.766833,3.183826,0.766833,,
1,7,18,A,18,I298,,-1,3.0,3.183826,0.766833,3.183826,0.766833,,
1,7,19,A,19,I075,,0,3.0,2.99649,0.710532,2.99649,0.710532,,
1,7,20,A,20,I144,,1,3.0,3.115279,0.670906,3.115279,0.670906,,
1,7,21,A,21,I327,,-1,3.0,3.115279,0.670906,3.115279,0.670906,,
1,7,22,A,22,I280,,-1,3.0,3.115279,0.670906,3.115279,0.670906,,
1,7,23,A,23,I081,,1,3.0,3.234664,0.652444,3.234664,0.652444,,
1,7,24,A,24,I282,,-1,3.0,3.234664,0.652444,3.234664,0.652444,,
1,7,25,A,25,I128,,0,3.0,3.026289,0.606382,3.026289,0.606382,,
1,7,26,A,26,I175,,1,3.0,3.070131,0.587494,3.070131,0.587494,,
1,7,27,A,27,I029,,1,3.0,3.13582,0.578841,3.13582,0.578841,,
1,7,28,A,28,I094,,1,3.0,3.20334,0.573493,3.20334,0.573493,,
1,7,29,A,29,I126,,4,3.0,3.287575,0.572471,3.287575,0.572471,,
1,7,30,A,30,I107,,1,3.0,3.337024,0.567336,3.337024,0.567336,,
1,7,31,A,31,I195,,0,3.0,3.170445,0.538331,3.170445,0.538331,,
1,7,32,A,32,I008,,1,3.0,3.206837,0.533246,3.206837,0.533246,,
1,7,33,A,33,I078,,1,3.0,3.241871,0.529724,3.241871,0.529724,,
1,7,34,A,34,I279,,-1,3.0,3.241871,0.529724,3.241871,0.529724,,
1,7,35,A,35,I125,,0,3.0,3.078193,0.504056,3.078193,0.504056,,
1,7,36,A,36,I062,,1,3.0,3.10898,0.501207,3.10898,0.501207,,
1,7,37,A,37,I112,,1,3.0,3.168068,0.501617,3.168068,0.501617,,
1,7,38,A,38,I043,,1,3.0,3.199902,0.500046,3.199902,0.500046,,
1,7,39,A,39,I095,,3,3.0,3.065246,0.469347,3.065246,0.469347,,
1,7,40,A,40,I196,,1,3.0,3.094985,0.468701,3.094985,0.468701,,
1,7,41,A,41,I087,,1,3.0,3.126915,0.469246,3.126915,0.469246,,
1,7,42,A,42,I159,,1,3.0,3.136001,0.468435,3.136001,0.468435,,
1,7,43,A,43,I116,,3,3.0,3.183999,0.457856,3.183999,0.457856,,
